trimmed_seq_name	complete_seq_name
A/Bhutan/1973/2022	A/Bhutan/1973/2022|EPI_ISL_15929613|2022-10-04
A/Bhutan/1306/2022	A/Bhutan/1306/2022|EPI_ISL_15929641|2022-10-12
A/Bhutan/1971/2022	A/Bhutan/1971/2022|EPI_ISL_15929634|2022-10-04
A/LaReunion/R2231742/2022	A/La_Reunion/_R22.317.42/2022|EPI_ISL_15364210|2022-07-07
A/FortDeFrance/51018/2022	A/Lorraine/25107/2022|EPI_ISL_12809100|2022-03-29
A/Barbados/9715/2022	A/Barbados/9715/2022|EPI_ISL_15929607|2022-08-31
A/DistrictOfColumbia/28/2022	A/District_Of_Columbia/28/2022|EPI_ISL_12713556|2022-04-11
A/NewJersey/17/2022	A/New_Jersey/17/2022|EPI_ISL_13343709|2022-05-03
A/Pennsylvania/32/2022	A/Pennsylvania/32/2022|EPI_ISL_13284551|2022-04-27
A/PuertoRico/22/2022	A/Puerto_Rico/21/2022|EPI_ISL_14036312|2022-06-18
A/Tunisia/8278/2022	A/Tunisia/8278/2022|EPI_ISL_13339947|2022-02-04
A/Tunisia/9412/2022	A/Tunisia/9412/2022|EPI_ISL_14951623|2022-02-10
A/AbuDhabi/3550500/2021	A/Abu_Dhabi/3550500/2021|EPI_ISL_8808408|2021-12-21
A/NewMexico/16/2022	A/New_Mexico/16/2022|EPI_ISL_13897044|2022-05-28
A/Qatar/10-VI-22-1933793/2022	A/Qatar/10-VI-22-1933793/2022|EPI_ISL_15937840|2022-08-28
A/Qatar/21-VI-22-1929305/2022	A/Qatar/21-VI-22-1929305/2022|EPI_ISL_15937843|2022-08-26
A/Victoria/4869/2022	A/Victoria/4869/2022|EPI_ISL_16003516|2022-09-10
A/Bahrain/8446/2022	A/Bahrain/8446/2022|EPI_ISL_14036099|2022-05-14
A/Maldives/520/2021	A/Maldives/520/2021|EPI_ISL_15724419|2021-09-20
A/Maldives/740/2022	A/Maldives/740/2022|EPI_ISL_15394441|2022-08-24
A/Maldives/705/2022	A/Maldives/705/2022|EPI_ISL_15394416|2022-08-08
A/Maldives/742/2022	A/Maldives/742/2022|EPI_ISL_15394431|2022-08-25
A/Denmark/8/2021	A/Denmark/89/2021|EPI_ISL_9009482|2021-12-25
A/Netherlands/10066/2021	A/Netherlands/10066/2021|EPI_ISL_6189545|2021-10-20
A/NordPasDeCalais/27313/2021	A/Nord_Pas_de_Calais/27313/2021|EPI_ISL_9401966|2021-09-09
A/DistrictOfColumbia/14/2022	A/District_Of_Columbia/14/2022|EPI_ISL_11956579|2022-03-08
A/England/214320866/2021	A/England/214320866/2021|EPI_ISL_8609169|2021-10-21
A/Netherlands/8/2021	A/Netherlands/10086/2021|EPI_ISL_6437356|2021-10-31
A/Belgium/H0006/2021	A/Belgium/H0006/2021|EPI_ISL_12240108|2021-09-04
A/Catalonia/3546262NS/2021	A/Catalonia/3503342NS/2019|EPI_ISL_351791|2019-02-20
A/Netherlands/10091/2021	A/Netherlands/10091/2021|EPI_ISL_6437361|2021-11-03
A/Netherlands/10041/2021	A/Netherlands/10041/2021|EPI_ISL_5782456|2021-10-20
A/Netherlands/10018/2021	A/Netherlands/10018/2021|EPI_ISL_5526904|2021-10-14
A/Croatia/97333/2021	A/Croatia/97333/2021|EPI_ISL_6915293|2021-08-17
A/Netherlands/10167/2021	A/Netherlands/10167/2021|EPI_ISL_7896992|2021-11-10
A/Netherlands/10071/2021	A/Netherlands/10071/2021|EPI_ISL_6189580|2021-10-26
A/Mellerud/1/2021	A/Mellerud/1/2021|EPI_ISL_9208093|2021-12-07
A/Stockholm/14/2021	A/Stockholm/14/2021|EPI_ISL_7637974|2021-10-25
A/Goias/IAL/C8791/2021	A/Goias/_IAL/C8791/2021|EPI_ISL_9707563|2021-11-24
A/Arizona/13/2021	A/Arizona/13/2021|EPI_ISL_9033437|2021-12-22
A/Utah/11/2022	A/Utah/11/2022|EPI_ISL_11533826|2022-02-15
A/Nicaragua/9391/2022	A/Nicaragua/9391/2022|EPI_ISL_13284292|2022-03-31
A/Trinidad/3803/2022	A/Trinidad/3803/2022|EPI_ISL_15929615|2022-08-17
A/Trinidad/956/2022	A/Trinidad/0956/2022|EPI_ISL_15929635|2022-08-03
A/Guatemala/65/2022	A/Guatemala/65/2022|EPI_ISL_12710449|2022-02-12
A/Colorado/1/2021	A/Colorado/01/2021|EPI_ISL_10493220|2021-12-21
A/Netherlands/10101/2021	A/Netherlands/10101/2021|EPI_ISL_10626840|2021-10-23
A/Louisiana/3/2021	A/Louisiana/03/2021|EPI_ISL_8814233|2021-12-03
A/California/6/2021	A/California/61/2021|EPI_ISL_9033434|2021-12-25
A/California/2/2021	A/California/52/2021|EPI_ISL_9033780|2021-12-20
A/California/55/2021	A/California/55/2021|EPI_ISL_9033527|2021-12-22
A/Florida/2/2021	A/Florida/26/2021|EPI_ISL_9390629|2021-12-24
A/DistrictOfColumbia/2/2021	A/District_Of_Columbia/02/2021|EPI_ISL_7260223|2021-10-26
A/Georgia/2/2021	A/Georgia/02/2021|EPI_ISL_7260405|2021-11-05
A/Montana/3/2021	A/Montana/13/2021|EPI_ISL_9033512|2021-12-15
A/California/14/2021	A/California/14/2021|EPI_ISL_8810328|2021-11-24
A/Catalonia/NSVH79021/2021	A/Catalonia/NSVH79021/2021|EPI_ISL_6852209|2021-11-23
A/Papeete/51874/2021	A/Papeete/1432/2017|EPI_ISL_284661|2017-10-05
A/NewCaledonia/46/2022	A/New_Caledonia/46/2022|EPI_ISL_13398690|2022-03-31
A/Chanchamayo/FPJ01702/2022	A/Chanchamayo/FPJ01702/2022(H3N2)|EPI_ISL_13044320|2022-02-19
A/Newcastle/58/2022	A/Newcastle/58/2022|EPI_ISL_13983962|2022-05-02
A/Trujillo/TRU02590/2022	A/Trujillo/TRU02590/2022(H3N2)|EPI_ISL_13044342|2022-03-14
A/Fiji/95/2022	A/Fiji/95/2022|EPI_ISL_12206270|2022-02-24
A/Wrexham/4575/2022	A/Wrexham/4575/2022|EPI_ISL_10985671|2022-02-28
A/Fiji/26/2022	A/Fiji/26/2022|EPI_ISL_14569497|2022-02-18
A/Fiji/98/2022	A/Fiji/98/2022|EPI_ISL_14569509|2022-03-01
A/Fiji/139/2022	A/Fiji/139/2022|EPI_ISL_13655116|2022-03-13
A/Fiji/57/2022	A/Fiji/57/2022|EPI_ISL_11800299|2022-02-23
A/Belgium/S0822/2022	A/Belgium/S0822/2022|EPI_ISL_14649039|2022-03-18
A/Perth/3/2022	A/Perth/3/2022|EPI_ISL_13531183|2022-03-26
A/England/215121923/2021	A/England/215121923/2021|EPI_ISL_9383734|2021-12-15
A/Croatia/99546/2021	A/Croatia/99546/2021|EPI_ISL_6915292|2021-08-25
A/Melilla/220028/2021	A/Melilla/220028/2021|EPI_ISL_9359992|2021-12-29
A/England/213740825/2021	A/England/213740825/2021|EPI_ISL_5935288|2021-09-02
A/Netherlands/10008/2021	A/Netherlands/10008/2021|EPI_ISL_4525906|2021-09-09
A/DominicanRepublic/195/2022	A/Dominican_Republic/195/2022|EPI_ISL_13892749|2022-02-18
A/Virginia/2/2022	A/Virginia/02/2022|EPI_ISL_12713474|2022-03-22
A/Chanchamayo/FPJ01711/2022	A/Chanchamayo/FPJ01711/2022(H3N2)|EPI_ISL_13044321|2022-02-25
A/Croatia/109108/2021	A/Croatia/109108/2021|EPI_ISL_6915282|2021-09-20
A/Netherlands/10011/2021	A/Netherlands/10011/2021|EPI_ISL_4969110|2021-09-20
A/Catalonia/NSVH17653/2021	A/Catalonia/NSVH17653/2021|EPI_ISL_4537562|2021-09-20
A/Denmark/13/2021	A/Denmark/13/2021|EPI_ISL_8576448|2021-09-21
A/Netherlands/10014/2021	A/Netherlands/10014/2021|EPI_ISL_5166672|2021-09-27
A/England/214040936/2021	A/England/214040936/2021|EPI_ISL_5935360|2021-10-04
A/England/214121047/2021	A/England/214121047/2021|EPI_ISL_5935489|2021-10-07
A/Netherlands/13/2021	A/Netherlands/10013/2021|EPI_ISL_5166666|2021-10-03
A/England/214191723/2021	A/England/214191723/2021|EPI_ISL_5935498|2021-10-12
A/Netherlands/10042/2021	A/Netherlands/10042/2021|EPI_ISL_5782457|2021-10-19
A/Netherlands/10089/2021	A/Netherlands/10089/2021|EPI_ISL_6437359|2021-10-28
A/England/214460344/2021	A/England/214460344/2021|EPI_ISL_8609231|2021-10-29
A/England/214580328/2021	A/England/214580328/2021|EPI_ISL_8929287|2021-11-09
A/Catalonia/NSVH75056/2021	A/Catalonia/NSVH75056/2021|EPI_ISL_6852550|2021-11-17
A/Oregon/2/2021	A/Oregon/02/2021|EPI_ISL_9033663|2021-11-25
A/Santiago/188970/2021	A/Santiago/188970/2021|EPI_ISL_9525004|2021-12-01
A/Victoria/7/2021	A/Victoria/7/2021|EPI_ISL_9847988|2021-12-13
A/Sydney/23/2021	A/Sydney/23/2021|EPI_ISL_12206254|2021-12-14
A/Sydney/22/2021	A/Sydney/22/2021|EPI_ISL_11499458|2021-12-14
A/Victoria/9/2021	A/Victoria/9/2021|EPI_ISL_9673932|2021-12-14
A/Victoria/11/2021	A/Victoria/11/2021|EPI_ISL_9847985|2021-12-16
A/Victoria/4/2022	A/Victoria/4/2022|EPI_ISL_12206264|2022-01-01
A/Galicia/221464/2021	A/Galicia/221464/2021|EPI_ISL_12179139|2021-12-31
A/Alaska/1/2021	A/Alaska/01/2021|EPI_ISL_5069995|2021-08-20
A/Serbia/331/2022	A/Serbia/331/2022|EPI_ISL_11956853|2022-01-14
A/Nepal/21FL2608/2021	A/Nepal/21FL2608/2021|EPI_ISL_5419114|2021-08-10
A/Darwin/17/2021	A/Darwin/17/2021|EPI_ISL_3837384|2021-08-11
A/Nepal/21FL3098/2021	A/Nepal/21FL3098/2021|EPI_ISL_11303034|2021-09-01
A/Darwin/29/2021	A/Darwin/29/2021|EPI_ISL_5933274|2021-09-07
A/Darwin/29a/2021	A/Darwin/29a/2021|EPI_ISL_4761846|2021-09-13
A/Darwin/31/2021	A/Darwin/31/2021|EPI_ISL_4761844|2021-09-13
A/Darwin/32/2021	A/Darwin/32/2021|EPI_ISL_4761845|2021-09-13
A/India/2158/2021	A/India/2153/2021|EPI_ISL_10828529|2021-08-25
A/India/Pun-NIV60/2021	A/India/Pun-NIV60/2021|EPI_ISL_9349286|2021-10-12
A/India/2160/2021	A/India/2610/2017|EPI_ISL_296435|2017-09-06
A/India/Aurangabad-QC_21_59/2021	A/India/Aurangabad-QC_21_59/2021|EPI_ISL_9349289|2021-10-12
A/India/Kerala-NIVQC425/2021	A/India/Kerala-NIVQC425/2021|EPI_ISL_14854642|2021-10-13
A/Victoria/2/2022	A/Victoria/2/2022|EPI_ISL_11499449|2022-01-07
A/Romania/505687_IS/2022	A/Romania/505687_IS/2022|EPI_ISL_12607373|2022-01-04
A/Ghana/525/2022	A/Ghana/0525/2022|EPI_ISL_15288434|2022-07-04
A/India/Kerala-2205V411/2022	A/India/Kerala-2205V411/2022|EPI_ISL_14991494|2022-05-24
A/India/KERALA-22-05-V411/2022	A/India/KERALA-22-05-V411/2022|EPI_ISL_14836413|2022-05-24
A/Qatar/25-VI-22-1930279/2022	A/Qatar/25-VI-22-1930279/2022|EPI_ISL_15937841|2022-08-27
A/Qatar/32-VI-22-2020589/2022	A/Qatar/32-VI-22-2020589/2022|EPI_ISL_15937845|2022-09-21
A/Qatar/21-VI-22-1929386/2022	A/Qatar/21-VI-22-1929386/2022|EPI_ISL_15937842|2022-08-26
A/Oman/124/2022	A/Oman/0124/2022|EPI_ISL_14863110|2022-07-17
A/Maldives/877/2022	A/Maldives/877/2022|EPI_ISL_15394458|2022-09-09
A/Maldives/743/2022	A/Maldives/743/2022|EPI_ISL_15394433|2022-08-25
A/AbuDhabi/1565/2022	A/Abu_Dhabi/0001565/2022|EPI_ISL_15929604|2022-08-27
A/Qatar/47-VI-22-2072714/2022	A/Qatar/47-VI-22-2072714/2022|EPI_ISL_15937838|2022-10-10
A/Maldives/741/2022	A/Maldives/741/2022|EPI_ISL_15394448|2022-08-25
A/Maldives/746/2022	A/Maldives/746/2022|EPI_ISL_15394439|2022-08-25
A/Maldives/720/2022	A/Maldives/720/2022|EPI_ISL_15394442|2022-08-19
A/Maldives/718/2022	A/Maldives/718/2022|EPI_ISL_15394444|2022-08-18
A/Maldives/875/2022	A/Maldives/875/2022|EPI_ISL_15394455|2022-09-09
A/Maldives/737/2022	A/Maldives/737/2022|EPI_ISL_15394423|2022-08-24
A/CampoGrande/C9733/2022	A/Colorado/33/2022|EPI_ISL_15928790|2022-10-04
A/Mississippi/3/2022	A/Mississippi/03/2022|EPI_ISL_11497622|2022-02-01
A/Vermont/2/2022	A/Vermont/12/2022|EPI_ISL_12713497|2022-03-20
A/RiodeJaneiro/63270/2021	A/Rio_de_Janeiro/63270/2021|EPI_ISL_8035431|2021-12-13
A/Guyane/160/2022	A/Guyane/160/2022|EPI_ISL_14036329|2022-02-04
A/Guyane/187/2022	A/Guyane/187/2022|EPI_ISL_14036335|2022-02-08
A/Concepcion/35667/2022	A/Concepcion/35667/2022|EPI_ISL_14892802|2022-03-06
A/Concepcion/31724/2022	A/Concepcion/31724/2022|EPI_ISL_14870927|2022-02-22
A/Guatemala/479/2022	A/Guatemala/479/2022|EPI_ISL_15393523|2022-08-27
A/PontaPora/C9726/2022	A/Pontardawe/8256/2022|EPI_ISL_11149561|2022-03-03
A/Brazil/4918/2022	A/Brazil/4918/2022|EPI_ISL_15394450|2022-06-17
A/PuertoMontt/59789/2022	A/PuertoMontt/59789/2022|EPI_ISL_14903819|2022-05-10
A/SaoPaulo/IAL/C9691/2021	A/Sao_Paulo/IAL/C9691/2021|EPI_ISL_13755533|2021-11-26
A/RiodeJaneiro/61139/2021	A/Rio_de_Janeiro/61139/2021|EPI_ISL_8035463|2021-11-24
A/Argentina/3012/2022	A/Argentina/3012/2022|EPI_ISL_15025116|2022-06-18
A/Concepcion/58466/2022	A/Concepcion/58466/2022|EPI_ISL_14890768|2022-05-05
A/Argentina/2863/2022	A/Argentina/2863/2022|EPI_ISL_14759153|2022-05-20
A/Peru/2018/2022	A/Peru/2018/2022|EPI_ISL_15288601|2022-02-07
A/Linares/48741/2022	A/Linares/48741/2022|EPI_ISL_14924338|2022-04-06
A/RioGrandedoSul/21045/2022	A/Rio_Grande_do_Sul/21045/2022|EPI_ISL_15656888|2022-08-17
A/DistrictOfColumbia/10/2022	A/District_Of_Columbia/10/2022|EPI_ISL_11956391|2022-02-24
A/Peru/2885/2022	A/Peru/2885/2022|EPI_ISL_15288569|2022-08-09
A/Goias/IAL/C9848/2022	A/Goias/_IAL/C9848/2022|EPI_ISL_15683232|2022-08-24
A/PuntaArenas/59954/2022	A/PuntaArenas/59954/2022|EPI_ISL_14920977|2022-05-11
A/PuntaArenas/59953/2022	A/PuntaArenas/59953/2022|EPI_ISL_14920798|2022-05-05
A/Parana/21683/2022	A/Parana/21683/2022|EPI_ISL_15807509|2022-09-17
A/Rancagua/85567/2022	A/Rancagua/85567/2022|EPI_ISL_14925583|2022-07-08
A/Ohio/35/2022	A/Ohio/35/2022|EPI_ISL_15724426|2022-09-09
A/SaoPaulo/IAL/C7706/2021	A/Sao_Paulo/IAL/C7706/2021|EPI_ISL_8480671|2021-12-18
A/PuertoMontt/59794/2022	A/PuertoMontt/59794/2022|EPI_ISL_14904030|2022-05-06
A/PuertoMontt/56947/2022	A/PuertoMontt/56947/2022|EPI_ISL_14928283|2022-04-30
A/Washington/16/2022	A/Washington/16/2022|EPI_ISL_12715958|2022-04-02
A/RioGrandedoSul/21024/2022	A/Rio_Grande_do_Sul/21024/2022|EPI_ISL_15656880|2022-07-12
A/Colombia/2437/2022	A/Colombia/2437/2022|EPI_ISL_13284205|2022-03-29
A/Colombia/2436/2022	A/Colombia/2436/2022|EPI_ISL_13284204|2022-03-28
A/Colombia/2485/2022	A/Colombia/2485/2022|EPI_ISL_13284190|2022-03-28
A/Santiago/45221/2022	A/Santiago/45221/2022|EPI_ISL_14900877|2022-04-04
A/SantaCatarina/21665/2022	A/Santa_Catarina/21665/2022|EPI_ISL_15807501|2022-09-19
A/Parana/16173/2022	A/Parana/16173/2022|EPI_ISL_16023360|2022-06-07
A/Argentina/2234/2022	A/Argentina/2234/2022|EPI_ISL_13284287|2022-04-02
A/Brazil/1411/2022	A/Brazil/1411/2022|EPI_ISL_15394451|2022-08-10
A/SaoPaulo/IAL/C9782/2022	A/Sao_Paulo/IAL/C9782/2022|EPI_ISL_14986699|2022-08-17
A/SantaCatarina/1975/2022	A/Santa_Catarina/1975/2022|EPI_ISL_11497653|2022-01-13
A/Coyhaique/84636/2022	A/Coyhaique/84636/2022|EPI_ISL_14924432|2022-07-04
A/PuertoMontt/52079/2022	A/PuertoMontt/52079/2022|EPI_ISL_14928120|2022-04-19
A/Talca/84230/2022	A/Talca/84230/2022|EPI_ISL_15288453|2022-07-05
A/RiodeJaneiro/63257/2021	A/Rio_de_Janeiro/63257/2021|EPI_ISL_8035424|2021-12-13
A/Argentina/1983/2022	A/Argentina/1983/2022|EPI_ISL_13284285|2022-03-16
A/SaoPaulo/IAL/C9775/2022	A/Sao_Paulo/IAL/C9775/2022|EPI_ISL_14986692|2022-07-18
A/Brazil/3882/2022	A/Brazil/3882/2022|EPI_ISL_15394434|2022-07-22
A/Concepcion/53911/2022	A/Concepcion/53911/2022|EPI_ISL_14938111|2022-04-20
A/Santiago/70288/2022	A/Santiago/70288/2022|EPI_ISL_14863098|2022-06-03
A/Linares/53827/2022	A/Linares/53827/2022|EPI_ISL_14936970|2022-04-22
A/Concepcion/81684/2022	A/Concepcion/81684/2022|EPI_ISL_14922302|2022-06-09
A/PuertoMontt/58702/2022	A/PuertoMontt/58702/2022|EPI_ISL_14892809|2022-05-04
A/Peru/753Aaknr/2022	A/Peru/00753Aaknr/2022|EPI_ISL_16198124|2022-07-04
A/Bolivia/20646VIR/2022	A/Bolivia/20646VIR/2022|EPI_ISL_13892740|2022-04-19
A/Zambia/2104/2022	A/Zambia/2104/2022|EPI_ISL_15288635|2022-04-14
A/Congo/26/2022	A/Congo/026/2022|EPI_ISL_11969459|2022-01-13
A/Peru/7638/2022	A/Peru/7638/2022|EPI_ISL_15288585|2022-02-12
A/Piura/FPP04516/2022	A/Piura/FPP04516/2022(H3N2)|EPI_ISL_13044327|2022-02-22
A/Rancagua/83676/2022	A/Rancagua/83676/2022|EPI_ISL_14923896|2022-07-03
A/Concepcion/47083/2022	A/Concepcion/47083/2022|EPI_ISL_14904020|2022-04-05
A/Peru/4211/2022	A/Peru/4211/2022|EPI_ISL_15394409|2022-06-14
A/Argentina/941/2022	A/Argentina/0941/2022|EPI_ISL_13284606|2022-03-17
A/Argentina/9324/2022	A/Argentina/9324/2022|EPI_ISL_13284598|2022-01-24
A/Brazil/2832/2022	A/Brazil/2832/2022|EPI_ISL_16384428|2022-10-11
A/Argentina/2298/2022	A/Argentina/2298/2022|EPI_ISL_13284306|2022-02-23
A/Argentina/944/2022	A/Argentina/0944/2022|EPI_ISL_13284592|2022-03-17
A/Argentina/1879/2022	A/Argentina/1879/2022|EPI_ISL_13284272|2022-03-30
A/SaoPaulo/IAL/C9016/2022	A/Sao_Paulo/IAL/C9016/2022|EPI_ISL_11204855|2022-02-07
A/Argentina/2122/2022	A/Argentina/2122/2022|EPI_ISL_13284273|2022-03-25
A/RioGrandedoSul/21047/2022	A/Rio_Grande_do_Sul/21047/2022|EPI_ISL_15656889|2022-08-23
A/SaoPaulo/IAL/C8466/2021	A/Sao_Paulo/IAL/C8466/2021|EPI_ISL_8936761|2021-11-30
A/SaoPaulo/IAL/C8619/2022	A/Sao_Paulo/IAL/C8619/2022|EPI_ISL_9272119|2022-01-03
A/Sydney/21/2021	A/Sydney/21/2021|EPI_ISL_11499461|2021-12-22
A/AguaClara/C9723/2022	A/Alaska/23/2022|EPI_ISL_14036288|2022-06-16
A/Parana/2852/2022	A/Parana/2852/2022|EPI_ISL_11563544|2022-01-10
A/Uruguay/1046/2022	A/Uruguay/1046/2022|EPI_ISL_13284184|2022-03-07
A/SaoPaulo/IAL/C7352/2021	A/Sao_Paulo/IAL/C7352/2021|EPI_ISL_8125099|2021-12-09
A/Yokohama/1/2021	A/Yokohama/136/2018|EPI_ISL_339720|2018-12-07
A/CostaRica/8993/2022	A/Costa_Rica/8993/2022|EPI_ISL_14862723|2022-06-11
A/California/14/2022	A/California/14/2022|EPI_ISL_10826454|2022-01-24
A/California/11/2022	A/California/11/2022|EPI_ISL_10826452|2022-01-18
A/Bahia/62862/2021	A/Bahia/62862/2021|EPI_ISL_8152178|2021-11-25
A/Bolivia/16231VIR/2022	A/Bolivia/16231VIR/2022|EPI_ISL_13892733|2022-03-24
A/RiodeJaneiro/61811/2021	A/Rio_de_Janeiro/61811/2021|EPI_ISL_8558029|2021-11-29
A/RiodeJaneiro/61818/2021	A/Rio_de_Janeiro/61818/2021|EPI_ISL_8558030|2021-11-29
A/RiodeJaneiro/61744/2021	A/Rio_de_Janeiro/61744/2021|EPI_ISL_8558021|2021-11-29
A/RiodeJaneiro/62420/2021	A/Rio_de_Janeiro/62420/2021|EPI_ISL_8035509|2021-12-01
A/RiodeJaneiro/61957/2021	A/Rio_de_Janeiro/61957/2021|EPI_ISL_8152070|2021-12-01
A/RiodeJaneiro/62002/2021	A/Rio_de_Janeiro/62002/2021|EPI_ISL_8152167|2021-12-01
A/RiodeJaneiro/62096/2021	A/Rio_de_Janeiro/62096/2021|EPI_ISL_8558047|2021-12-02
A/RiodeJaneiro/62076/2021	A/Rio_de_Janeiro/62076/2021|EPI_ISL_8558044|2021-12-02
A/RioDeJaneiro/62705/2021	A/Rio_De_Janeiro/62705/2021|EPI_ISL_11956826|2021-12-07
A/Congo/206/2021	A/Congo/206/2021|EPI_ISL_11969453|2021-12-09
A/Congo/311/2021	A/Congo/311/2021|EPI_ISL_11969457|2021-12-17
A/Lisbon/24/2021	A/Lisboa/24/2021|EPI_ISL_9528045|2021-12-17
A/RiodeJaneiro/65065/2021	A/Rio_de_Janeiro/65065/2021|EPI_ISL_8559166|2021-12-21
A/Oregon/17/2022	A/Oregon/17/2022|EPI_ISL_12716171|2022-04-12
A/Delaware/82/2022	A/Delaware/82/2022|EPI_ISL_16380268|2022-12-07
A/Utah/31/2022	A/Utah/31/2022|EPI_ISL_15288447|2022-09-06
A/SaoPaulo/21596/2022	A/Sao_Paulo/21596/2022|EPI_ISL_15807488|2022-08-30
A/Colombia/4406/2022	A/Colombia/4406/2022|EPI_ISL_16201354|2022-09-09
A/Talca/72160/2022	A/Talca/72160/2022|EPI_ISL_14863091|2022-06-08
A/Curico/71617/2022	A/Curico/71617/2022|EPI_ISL_14863092|2022-06-06
A/Rancagua/71324/2022	A/Rancagua/71324/2022|EPI_ISL_14863121|2022-06-03
A/SouthDakota/29/2022	A/South_Dakota/29/2022|EPI_ISL_15929663|2022-10-04
A/Argentina/3024/2022	A/Argentina/3024/2022|EPI_ISL_14660238|2022-06-14
A/Catalonia/NSVH199822229/2022	A/Catalonia/NSVH199822229/2022|EPI_ISL_13471375|2022-06-16
A/Brazil/7077/2022	A/Brazil/7077/2022|EPI_ISL_15394449|2022-06-29
A/Maranhao/181360-IEC/2021	A/Maranhao/181360-IEC/2021|EPI_ISL_10828774|2021-12-22
A/SaoPaulo/IAL/C9007/2022	A/Sao_Paulo/IAL/C9007/2022|EPI_ISL_11204848|2022-01-04
A/Acre/182039-IEC/2022	A/Acre/182039-IEC/2022|EPI_ISL_12000424|2022-01-04
A/Amapa/182533-IEC/2022	A/Amapa/182533-IEC/2022|EPI_ISL_14279797|2022-01-05
A/Washington/2/2022	A/Washington/32/2022|EPI_ISL_14036320|2022-06-16
A/California/7/2022	A/California/72/2022|EPI_ISL_13284543|2022-04-10
A/Luxembourg/LNS0120316/2022	A/Luxembourg/LNS0120316/2022|EPI_ISL_13885638|2022-01-06
A/Acre/182044-IEC/2022	A/Acre/182044-IEC/2022|EPI_ISL_12000428|2022-01-07
A/RiodeJaneiro/1214/2022	A/Rio_de_Janeiro/1214/2022|EPI_ISL_11563542|2022-01-10
A/RioGrandedoSul/4666/2022	A/Rio_Grande_do_Sul/4666/2022|EPI_ISL_11563873|2022-01-10
A/Alabama/7/2022	A/Alabama/17/2022|EPI_ISL_14036162|2022-06-11
A/Lisbon/11/2022	A/Lisboa/11/2022|EPI_ISL_11403046|2022-01-15
A/Bolivia/743/2022	A/Bolivia/743/2022|EPI_ISL_13892735|2022-02-07
A/Guyane/322/2022	A/Guyane/322/2022|EPI_ISL_14036337|2022-03-02
A/Netherlands/10348/2022	A/Netherlands/10348/2022|EPI_ISL_11449435|2022-03-14
A/Parana/20510/2022	A/Parana/20510/2022|EPI_ISL_15657197|2022-08-22
A/Santiago/67198/2022	A/Santiago/67198/2022|EPI_ISL_14923379|2022-05-26
A/Argentina/2800/2022	A/Argentina/2800/2022|EPI_ISL_15025102|2022-05-14
A/Nepal/21FL2844/2021	A/Nepal/21FL2844/2021|EPI_ISL_10626779|2021-08-23
A/Darwin/23/2021	A/Darwin/23/2021|EPI_ISL_3837459|2021-08-11
A/India/Kerala-NIVQC475/2021	A/India/Kerala-NIVQC475/2021|EPI_ISL_14854645|2021-11-17
A/India/Kerala-NIVQC455/2021	A/India/Kerala-NIVQC455/2021|EPI_ISL_14854644|2021-11-03
A/Darwin/33/2021	A/Darwin/33/2021|EPI_ISL_5522632|2021-09-15
A/Darwin/35/2021	A/Darwin/35/2021|EPI_ISL_8767093|2021-09-21
A/Maldives/775/2021	A/Maldives/775/2021|EPI_ISL_15394421|2021-09-30
A/Maldives/560/2021	A/Maldives/560/2021|EPI_ISL_15724418|2021-09-22
A/Maldives/559/2021	A/Maldives/559/2021|EPI_ISL_15393537|2021-09-21
A/India/Pun-NIV363402/2021	A/India/Pun-NIV363402/2021|EPI_ISL_9349288|2021-10-04
A/India/3402/2021	A/Indiana/02/2021|EPI_ISL_7602555|2021-11-01
A/India/Kerala-NIVQC451/2021	A/India/Kerala-NIVQC451/2021|EPI_ISL_14854650|2021-10-26
A/Nepal/21FL2141/2021	A/Nepal/21FL2141/2021|EPI_ISL_5419100|2021-07-26
A/Singapore/KK0032/2022	A/Singapore/KK0032/2022|EPI_ISL_13655451|2022-04-11
A/Singapore/NUH0004/2022	A/Singapore/NUH0004/2022|EPI_ISL_13655509|2022-05-04
A/Singapore/SAR39024/2022	A/Singapore/SAR39024/2022|EPI_ISL_13655479|2022-04-25
A/Singapore/KK0024/2022	A/Singapore/KK0024/2022|EPI_ISL_13655698|2022-03-11
A/Singapore/EN0098/2022	A/Singapore/EN0098/2022|EPI_ISL_13655662|2022-03-01
A/Singapore/SAR4138/2022	A/Singapore/SAR4138/2022|EPI_ISL_13655555|2022-01-20
A/Singapore/SAR4143/2022	A/Singapore/SAR4143/2022|EPI_ISL_13655556|2022-01-20
A/Singapore/SAR38387/2022	A/Singapore/SAR38387/2022|EPI_ISL_13655470|2022-04-18
A/Singapore/KK0002/2022	A/Singapore/KK0002/2022|EPI_ISL_13655671|2022-02-15
A/Singapore/KK0003/2022	A/Singapore/KK0003/2022|EPI_ISL_13655672|2022-02-15
A/Singapore/SAR29617/2022	A/Singapore/SAR29617/2022|EPI_ISL_13655572|2022-02-16
A/Singapore/KK0036/2022	A/Singapore/KK0036/2022|EPI_ISL_13655512|2022-05-27
A/Singapore/SAR38586/2022	A/Singapore/SAR38586/2022|EPI_ISL_13655471|2022-04-20
A/Singapore/SAR38698/2022	A/Singapore/SAR38698/2022|EPI_ISL_13655472|2022-04-21
A/Singapore/SAR39241/2022	A/Singapore/SAR39241/2022|EPI_ISL_13655483|2022-04-27
