trimmed_seq_name	complete_seq_name
A/Bahrain/5137/2022	A/Bahrain/5137/2022|EPI_ISL_15929484|2022-10-10
A/Bahrain/1241/2022	A/Bahrain/1241/2022|EPI_ISL_15929487|2022-10-18
A/Sohar/72211388/2022	A/Sohar/72211388/2022|EPI_ISL_15926953|2022-10-05
A/Ibra/72211987/2022	A/Ibra/72211987/2022|EPI_ISL_15926933|2022-10-26
A/Sohar/52222125/2022	A/Sohar/52222125/2022|EPI_ISL_15926946|2022-09-27
A/Victoria/5165/2022	A/Victoria/5165/2022|EPI_ISL_16003426|2022-10-29
A/AbuDhabi/3323/2022	A/Abu_Dhabi/0003323/2022|EPI_ISL_15928250|2022-09-28
A/Rostov/CRIE/213/2022	A/Rostov/CRIE/213/2022|EPI_ISL_16182358|2022-11-24
A/Saskatchewan/SKFLU281187/2022	A/Saskatchewan/SKFLU281187/2022|EPI_ISL_16205887|2022-12-03
A/DistrictOfColumbia/53/2022	A/District_Of_Columbia/53/2022|EPI_ISL_16201450|2022-11-01
A/AbuDhabi/479/2022	A/Abu_Dhabi/0000479/2022|EPI_ISL_14466575|2022-07-06
A/Nizwa/72211846/2022	A/Nizwa/72211846/2022|EPI_ISL_15926940|2022-10-20
A/SouthAfrica/PET26064/2022	A/SouthAfrica/PET26064/2022|EPI_ISL_15724387|2022-10-11
A/SouthAfrica/PET25685/2022	A/SouthAfrica/PET25685/2022|EPI_ISL_15724386|2022-09-20
A/SouthAfrica/PET26182/2022	A/SouthAfrica/PET26182/2022|EPI_ISL_15724409|2022-10-10
A/SouthAfrica/PET26045/2022	A/SouthAfrica/PET26045/2022|EPI_ISL_15724803|2022-10-04
A/Oregon/57/2022	A/Oregon/57/2022|EPI_ISL_16201376|2022-11-13
A/England/224520357/2022	A/England/224520357/2022|EPI_ISL_16033015|2022-11-02
A/Idaho/39/2022	A/Idaho/39/2022|EPI_ISL_16199247|2022-11-07
A/LlantwitMajor/2697/2022	A/Llantwit_Major/2697/2022|EPI_ISL_16259283|2022-12-02
A/Pontypridd/2965/2022	A/Pontypridd/2965/2022|EPI_ISL_16138967|2022-11-26
A/Llantrisant/4535/2022	A/Llantrisant/4535/2022|EPI_ISL_16305060|2022-12-11
A/Netherlands/1476/2022	A/Netherlands/01476/2022|EPI_ISL_16254966|2022-12-07
A/AbuDhabi/2654/2022	A/Abu_Dhabi/0002654/2022|EPI_ISL_15928252|2022-09-16
A/Bahrain/2146/2022	A/Bahrain/2146/2022|EPI_ISL_14863093|2022-07-20
A/Bahrain/8251/2022	A/Bahrain/8251/2022|EPI_ISL_14036093|2022-05-12
A/AbuDhabi/1950425/2022	A/Abu_Dhabi/1950425/2022|EPI_ISL_14466568|2022-07-13
A/Bahrain/1178/2022	A/Bahrain/1178/2022|EPI_ISL_14036092|2022-04-08
A/Bahrain/2648/2022	A/Bahrain/2648/2022|EPI_ISL_15929502|2022-08-10
A/Bahrain/5227/2022	A/Bahrain/5227/2022|EPI_ISL_15929500|2022-08-24
A/Netherlands/11671/2022	A/Netherlands/11671/2022|EPI_ISL_14120597|2022-06-27
A/AbuDhabi/1870519/2022	A/Abu_Dhabi/1870519/2022|EPI_ISL_14727223|2022-07-05
A/Maldives/878/2022	A/Maldives/878/2022|EPI_ISL_15394460|2022-09-09
A/Maldives/765/2022	A/Maldives/765/2022|EPI_ISL_15394457|2022-08-28
A/Bahrain/8523/2022	A/Bahrain/8523/2022|EPI_ISL_14863104|2022-07-14
A/Bahrain/4883/2022	A/Bahrain/4883/2022|EPI_ISL_14862595|2022-07-18
A/Bahrain/9660/2022	A/Bahrain/9660/2022|EPI_ISL_15929509|2022-09-06
A/Bahrain/5046/2022	A/Bahrain/5046/2022|EPI_ISL_15929486|2022-08-18
A/Bahrain/7829/2022	A/Bahrain/7829/2022|EPI_ISL_14036097|2022-05-16
A/AbuDhabi/3352/2022	A/Abu_Dhabi/0003352/2022|EPI_ISL_15928255|2022-09-28
A/Alaska/30/2022	A/Alaska/30/2022|EPI_ISL_16201470|2022-10-28
A/ChiangRai/NIC-D1121/2022	A/Chiang_Rai/NIC-D1121/2022|EPI_ISL_15641751|2022-09-21
A/ChiangRai/NIC-D1145/2022	A/Chiang_Rai/NIC-D1145/2022|EPI_ISL_15641750|2022-09-28
A/ChiangRai/NIC-D1160/2022	A/Chiang_Rai/NIC-D1160/2022|EPI_ISL_15610796|2022-10-05
A/ChiangRai/NIC-P3250/2022	A/Chiang_Rai/NIC-P3250/2022|EPI_ISL_15969701|2022-09-13
A/ChiangRai/NIC-D1155/2022	A/Chiang_Rai/NIC-D1155/2022|EPI_ISL_15610794|2022-10-04
A/ChiangRai/NIC-B667/2022	A/Chiang_Rai/NIC-B667/2022|EPI_ISL_15967440|2022-08-23
A/ChiangRai/NIC-B656/2022	A/Chiang_Rai/NIC-B656/2022|EPI_ISL_15967439|2022-08-17
A/ChiangRai/NIC-P2712/2022	A/Chiang_Rai/NIC-P2712/2022|EPI_ISL_15724031|2022-08-12
A/Germany/13343/2022	A/Germany/13343/2022|EPI_ISL_14610654|2022-07-04
A/Netherlands/557/2022	A/Netherlands/00557/2022|EPI_ISL_11985657|2022-03-24
A/Netherlands/11030/2022	A/Netherlands/11030/2022|EPI_ISL_12212655|2022-04-11
A/England/221940324/2022	A/England/221940324/2022|EPI_ISL_14572277|2022-05-08
A/Catalonia/NSVH198253275/2022	A/Catalonia/NSVH198253275/2022|EPI_ISL_14977277|2022-09-05
A/Catalonia/NSVH198252627/2022	A/Catalonia/NSVH198252627/2022|EPI_ISL_14924429|2022-08-26
A/Netherlands/1145/2022	A/Netherlands/11245/2022|EPI_ISL_12429557|2022-04-15
A/Netherlands/11307/2022	A/Netherlands/11307/2022|EPI_ISL_12567901|2022-04-20
A/Berlin/95/2022	A/Berlin/95/2022|EPI_ISL_14925919|2022-05-17
A/Berlin/125/2022	A/Berlin/125/2022|EPI_ISL_14925997|2022-06-03
A/Berlin/124/2022	A/Berlin/124/2022|EPI_ISL_14926024|2022-06-03
A/Berlin/118/2022	A/Berlin/118/2022|EPI_ISL_14925998|2022-06-03
A/Bremen/20/2022	A/Bremen/20/2022|EPI_ISL_14926034|2022-06-20
A/Netherlands/11943/2022	A/Netherlands/11943/2022|EPI_ISL_16350764|2022-12-13
A/Netherlands/12146/2022	A/Netherlands/12146/2022|EPI_ISL_16390317|2022-12-26
A/Georgia/51/2022	A/Georgia/51/2022|EPI_ISL_16380209|2022-12-02
A/Massachusetts/44/2022	A/Massachusetts/44/2022|EPI_ISL_16380214|2022-12-05
A/Netherlands/1507/2022	A/Netherlands/10507/2022|EPI_ISL_11887852|2022-03-24
A/Navarra/4438/2022	A/Navarra/4438/2022|EPI_ISL_16333263|2022-11-18
A/Netherlands/12029/2022	A/Netherlands/12029/2022|EPI_ISL_16390302|2022-12-19
A/Netherlands/1402/2022	A/Netherlands/11402/2022|EPI_ISL_12676548|2022-04-25
A/England/224700731/2022	A/England/224700731/2022|EPI_ISL_16100805|2022-11-15
A/Berlin/151/2022	A/Berlin/151/2022|EPI_ISL_15811461|2022-10-07
A/Berlin/190/2022	A/Berlin/190/2022|EPI_ISL_16087623|2022-10-07
A/Extremadura/4573/2022	A/Extremadura/4573/2022|EPI_ISL_16333236|2022-11-22
A/Netherlands/1625/2022	A/Netherlands/10625/2022|EPI_ISL_11669496|2022-03-14
A/Austria/1573744/2022	A/Austria/MUW1572344/2022|EPI_ISL_16212180|2022-12-05
A/France/ARA-HCL022208000601/2022	A/France/ARA-HCL022208000601/2022|EPI_ISL_16311845|2022-12-13
A/Murcia/4467/2022	A/Murcia/4467/2022|EPI_ISL_16333247|2022-11-09
A/Catalonia/NSVH198261686/2022	A/Catalonia/NSVH198261686/2022|EPI_ISL_16196716|2022-12-12
A/Catalonia/NSVH560026323/2022	A/Catalonia/NSVH560026323/2022|EPI_ISL_15210613|2022-09-20
A/Catalonia/NSVH101952955/2022	A/Catalonia/NSVH101952955/2022|EPI_ISL_16075752|2022-11-14
A/France/ARA-HCL022205143601/2022	A/France/ARA-HCL022205143601/2022|EPI_ISL_16311826|2022-12-08
A/France/ARA-HCL022207510801/2022	A/France/ARA-HCL022207510801/2022|EPI_ISL_16311841|2022-12-12
A/Catalonia/NSVH198261348/2022	A/Catalonia/NSVH198261348/2022|EPI_ISL_16075775|2022-12-05
A/Catalonia/NSVH198262138/2022	A/Catalonia/NSVH198262138/2022|EPI_ISL_16258237|2022-12-15
A/Navarra/4219/2022	A/Navarra/4219/2022|EPI_ISL_16333248|2022-11-08
A/Netherlands/11886/2022	A/Netherlands/11886/2022|EPI_ISL_16215292|2022-12-04
A/Illinois/23/2022	A/Illinois/23/2022|EPI_ISL_15929646|2022-11-01
A/Kentucky/11/2022	A/Kentucky/11/2022|EPI_ISL_16201341|2022-11-10
A/Austria/1570368/2022	A/Austria/1503368/2022|EPI_ISL_14333090|2022-03-23
A/Catalonia/NSVH198261505/2022	A/Catalonia/NSVH198261505/2022|EPI_ISL_16196722|2022-12-09
A/Navarra/4184/2022	A/Navarra/4184/2022|EPI_ISL_16054098|2022-11-04
A/Catalonia/NSVH741051452/2022	A/Catalonia/NSVH741051452/2022|EPI_ISL_15837637|2022-11-15
A/Catalonia/NSVH198251658/2022	A/Catalonia/NSVH198251658/2022|EPI_ISL_14811841|2022-08-16
A/Catalonia/NSVH198260609/2022	A/Catalonia/NSVH198260609/2022|EPI_ISL_16027610|2022-11-24
A/Catalonia/NSVH161513035/2022	A/Catalonia/NSVH161513035/2022|EPI_ISL_16196678|2022-12-07
A/Navarra/3481/2022	A/Navarra/3481/2022|EPI_ISL_15447174|2022-09-01
A/Netherlands/1278/2022	A/Netherlands/12078/2022|EPI_ISL_16390315|2022-12-22
A/Catalonia/NSVH151196932/2022	A/Catalonia/NSVH151196932/2022|EPI_ISL_16196685|2022-12-07
A/Netherlands/1357/2022	A/Netherlands/10357/2022|EPI_ISL_11449440|2022-03-14
A/Netherlands/1203/2022	A/Netherlands/12033/2022|EPI_ISL_16390306|2022-12-20
A/England/224580294/2022	A/England/224580294/2022|EPI_ISL_16100781|2022-11-11
A/Baleares/4366/2022	A/Baleares/4366/2022|EPI_ISL_16333140|2022-11-15
A/Moscow/CRIE/55/2022	A/Moscow/CRIE/55/2022|EPI_ISL_15939836|2022-11-16
A/Moscow/CRIE/56/2022	A/Moscow/CRIE/56/2022|EPI_ISL_15939837|2022-11-16
A/Ceuta/4324/2022	A/Ceuta/4324/2022|EPI_ISL_16333223|2022-11-15
A/Catalonia/NSVH198259794/2022	A/Catalonia/NSVH198259794/2022|EPI_ISL_15898327|2022-11-17
A/Catalonia/NSVH170117222/2022	A/Catalonia/NSVH170117222/2022|EPI_ISL_16196687|2022-12-07
A/Catalonia/NSVH198261769/2022	A/Catalonia/NSVH198261769/2022|EPI_ISL_16196726|2022-12-13
A/Catalonia/NSVH198262137/2022	A/Catalonia/NSVH198262137/2022|EPI_ISL_16258266|2022-12-15
A/Wisconsin/49/2022	A/Wisconsin/49/2022|EPI_ISL_15288449|2022-09-11
A/Madrid/3806/2022	A/Madrid/3806/2022|EPI_ISL_15714981|2022-09-28
A/Melilla/3848/2022	A/Melilla/3848/2022|EPI_ISL_15714843|2022-10-03
A/Wisconsin/69/2022	A/Wisconsin/69/2022|EPI_ISL_15929657|2022-10-27
A/Iowa/38/2022	A/Iowa/38/2022|EPI_ISL_16201236|2022-11-05
A/Catalonia/NSVH198260497/2022	A/Catalonia/NSVH198260497/2022|EPI_ISL_16027602|2022-11-24
A/Catalonia/NSVH101949093/2022	A/Catalonia/NSVH101949093/2022|EPI_ISL_15837624|2022-11-09
A/Catalonia/NSVH561267618/2022	A/Catalonia/NSVH561267618/2022|EPI_ISL_16196746|2022-12-01
A/PaisVasco/3493/2022	A/PaisVasco/3493/2022|EPI_ISL_15447251|2022-08-27
A/Catalonia/NSVH101970149/2022	A/Catalonia/NSVH101970149/2022|EPI_ISL_16196707|2022-12-08
A/Catalonia/NSVH531000242/2022	A/Catalonia/NSVH531000242/2022|EPI_ISL_16258255|2022-12-15
A/Catalonia/NSVH534133574/2022	A/Catalonia/NSVH534133574/2022|EPI_ISL_16258254|2022-12-15
A/Catalonia/NSVH101957657/2022	A/Catalonia/NSVH101957657/2022|EPI_ISL_16027580|2022-11-21
A/Catalonia/NSVH151196707/2022	A/Catalonia/NSVH151196707/2022|EPI_ISL_16075748|2022-11-29
A/Cantabria/3564/2022	A/Cantabria/3564/2022|EPI_ISL_15446908|2022-09-07
A/Netherlands/1403/2022	A/Netherlands/10403/2022|EPI_ISL_11309947|2022-03-13
A/Saskatchewan/SKFLU284572/2022	A/Saskatchewan/SKFLU284572/2022|EPI_ISL_16400680|2022-12-13
A/CastillaLaMancha/4496/2022	A/CastillaLaMancha/4496/2022|EPI_ISL_16333180|2022-11-15
A/Catalonia/NSVH101970118/2022	A/Catalonia/NSVH101970118/2022|EPI_ISL_16196699|2022-12-08
A/Nevada/28/2022	A/Nevada/28/2022|EPI_ISL_14036171|2022-06-06
A/Michigan/39/2022	A/Michigan/39/2022|EPI_ISL_14466664|2022-07-03
A/EspiritoSanto/22381/2022	A/Espirito_Santo/22381/2022|EPI_ISL_16157551|2022-11-02
A/PuertoRico/27/2022	A/Puerto_Rico/32/2022|EPI_ISL_15928387|2022-08-29
A/Florida/30/2022	A/Florida/30/2022|EPI_ISL_12713962|2022-04-18
A/PuertoRico/24/2022	A/Puerto_Rico/32/2022|EPI_ISL_15928387|2022-08-29
A/EspiritoSanto/22399/2022	A/Espirito_Santo/22399/2022|EPI_ISL_16157559|2022-11-04
A/Colombia/4555/2022	A/Colombia/4555/2022|EPI_ISL_16201348|2022-10-18
A/Goias/IAL/C9773/2022	A/Goias/_IAL/C9773/2022|EPI_ISL_14986690|2022-07-26
A/SouthCarolina/5/2022	A/South_Carolina/05/2022|EPI_ISL_15291323|2022-09-04
A/Delaware/81/2022	A/Delaware/81/2022|EPI_ISL_16380291|2022-12-06
A/Utah/53/2022	A/Utah/53/2022|EPI_ISL_16201383|2022-11-11
A/Michigan/41/2022	A/Michigan/41/2022|EPI_ISL_14862566|2022-07-08
A/SaoPaulo/IAL/C10277/2022	A/Sao_Paulo/IAL/C10277/2022|EPI_ISL_16199737|2022-11-01
A/Brazil/6833/2022	A/Brazil/6833/2022|EPI_ISL_16384453|2022-10-17
A/Brazil/1518/2022	A/Brazil/1518/2022|EPI_ISL_16384438|2022-11-07
A/Minnesota/48/2022	A/Minnesota/48/2022|EPI_ISL_16201222|2022-10-30
A/Illinois/22/2022	A/Illinois/22/2022|EPI_ISL_15929870|2022-11-01
A/Illinois/28/2022	A/Illinois/28/2022|EPI_ISL_16201561|2022-11-14
A/NewYork/45/2022	A/New_York/45/2022|EPI_ISL_16384495|2022-12-04
A/Nevada/33/2022	A/Nevada/33/2022|EPI_ISL_15929867|2022-11-03
A/NewMexico/29/2022	A/New_Mexico/29/2022|EPI_ISL_16201531|2022-10-29
A/Michigan/43/2022	A/Michigan/43/2022|EPI_ISL_15291328|2022-07-28
A/Bahia/22369/2022	A/Bahia/22369/2022|EPI_ISL_16157543|2022-11-03
A/DistritoFederal/IAL/C10250/2022	A/Distrito_Federal/IAL/C10250/2022|EPI_ISL_16199705|2022-09-27
A/Bahia/19253/2022	A/Bahia/19253/2022|EPI_ISL_15656849|2022-08-03
A/Bahia/20667/2022	A/Bahia/20667/2022|EPI_ISL_15656860|2022-09-01
A/Bahia/21483/2022	A/Bahia/21483/2022|EPI_ISL_15656894|2022-09-14
A/California/146/2022	A/California/146/2022|EPI_ISL_16199229|2022-10-19
A/Idaho/40/2022	A/Idaho/40/2022|EPI_ISL_16199245|2022-11-07
A/Florida/57/2022	A/Florida/57/2022|EPI_ISL_13892716|2022-05-30
A/Utah/56/2022	A/Utah/56/2022|EPI_ISL_16201372|2022-11-14
A/California/155/2022	A/California/155/2022|EPI_ISL_16201361|2022-11-07
A/Wyoming/19/2022	A/Wyoming/19/2022|EPI_ISL_16201385|2022-11-15
A/Brazil/113/2022	A/Brazil/0113/2022|EPI_ISL_16384444|2022-11-04
A/DistritoFederal/IAL/C10247/2022	A/Distrito_Federal/IAL/C10247/2022|EPI_ISL_16199703|2022-09-27
A/Parana/22946/2022	A/Parana/22946/2022|EPI_ISL_16157567|2022-09-28
A/EspiritoSanto/22373/2022	A/Espirito_Santo/22373/2022|EPI_ISL_16157547|2022-10-30
A/EspiritoSanto/22380/2022	A/Espirito_Santo/22380/2022|EPI_ISL_16157550|2022-11-02
A/Parana/21696/2022	A/Parana/21696/2022|EPI_ISL_15807515|2022-10-04
A/SaoPaulo/IAL/C9860/2022	A/Sao_Paulo/IAL/C9860/2022|EPI_ISL_15683240|2022-10-10
A/NewHampshire/38/2022	A/New_Hampshire/38/2022|EPI_ISL_16380222|2022-12-07
A/Parana/22968/2022	A/Parana/22968/2022|EPI_ISL_16157579|2022-10-10
A/PuertoRico/31/2022	A/Puerto_Rico/31/2022|EPI_ISL_16198122|2022-07-31
A/Bridgend/7508/2022	A/Bridgend/7508/2022|EPI_ISL_15505744|2022-10-09
A/England/224040475/2022	A/England/224040475/2022|EPI_ISL_15803831|2022-10-03
A/SouthDakota/40/2022	A/South_Dakota/40/2022|EPI_ISL_16201340|2022-11-15
A/Michigan/71/2022	A/Michigan/71/2022|EPI_ISL_16201589|2022-11-02
A/Georgia/3/2022	A/Georgia/13/2022|EPI_ISL_15724421|2022-09-10
A/SouthCarolina/23/2022	A/South_Carolina/23/2022|EPI_ISL_16380305|2022-12-05
A/SouthCarolina/19/2022	A/South_Carolina/19/2022|EPI_ISL_16380211|2022-12-05
A/SouthCarolina/20/2022	A/South_Carolina/20/2022|EPI_ISL_16380287|2022-12-05
A/Pennsylvania/89/2022	A/Pennsylvania/89/2022|EPI_ISL_16380296|2022-12-08
A/Pennsylvania/88/2022	A/Pennsylvania/88/2022|EPI_ISL_16380200|2022-12-08
A/Pennsylvania/85/2022	A/Pennsylvania/85/2022|EPI_ISL_16380342|2022-12-07
A/Pennsylvania/83/2022	A/Pennsylvania/83/2022|EPI_ISL_16380292|2022-12-07
A/Massachusetts/45/2022	A/Massachusetts/45/2022|EPI_ISL_16380253|2022-12-05
A/SouthCarolina/21/2022	A/South_Carolina/21/2022|EPI_ISL_16380293|2022-12-05
A/Delaware/80/2022	A/Delaware/80/2022|EPI_ISL_16380208|2022-12-06
A/Delaware/78/2022	A/Delaware/78/2022|EPI_ISL_16380281|2022-12-04
A/Nebraska/31/2022	A/Nebraska/31/2022|EPI_ISL_16201582|2022-11-14
A/Nebraska/29/2022	A/Nebraska/29/2022|EPI_ISL_16201552|2022-11-07
A/Georgia/20/2022	A/Georgia/20/2022|EPI_ISL_15928375|2022-09-22
A/Wisconsin/79/2022	A/Wisconsin/79/2022|EPI_ISL_16201265|2022-11-13
A/Santiago/91629/2022	A/Santiago/91629/2022|EPI_ISL_14923375|2022-07-26
A/Alagoas/22367/2022	A/Alagoas/22367/2022|EPI_ISL_16157542|2022-10-31
A/Kentucky/8/2022	A/Kentucky/08/2022|EPI_ISL_16201342|2022-11-03
A/Goias/IAL/C10229/2022	A/Goias/_IAL/C10229/2022|EPI_ISL_16199683|2022-10-03
A/SaoPaulo/IAL/C10262/2022	A/Sao_Paulo/IAL/C10262/2022|EPI_ISL_16199722|2022-11-08
A/Oregon/54/2022	A/Oregon/54/2022|EPI_ISL_16201521|2022-11-10
A/SaoPaulo/IAL/C10255/2022	A/Sao_Paulo/IAL/C10255/2022|EPI_ISL_16199713|2022-11-17
A/Iowa/24/2022	A/Iowa/24/2022|EPI_ISL_14950238|2022-08-16
A/Bahia/22370/2022	A/Bahia/22370/2022|EPI_ISL_16157544|2022-11-03
A/Brazil/257/2022	A/Brazil/0257/2022|EPI_ISL_16384405|2022-11-03
A/Pennsylvania/82/2022	A/Pennsylvania/82/2022|EPI_ISL_16380341|2022-12-07
A/SaoPaulo/IAL/C10263/2022	A/Sao_Paulo/IAL/C10263/2022|EPI_ISL_16199723|2022-11-09
A/SaoPaulo/IAL/C10254/2022	A/Sao_Paulo/IAL/C10254/2022|EPI_ISL_16199711|2022-11-16
A/EspiritoSanto/22384/2022	A/Espirito_Santo/22384/2022|EPI_ISL_16157553|2022-11-01
A/Goias/IAL/C10227/2022	A/Goias/_IAL/C10227/2022|EPI_ISL_16199679|2022-10-05
A/Florida/37/2022	A/Florida/37/2022|EPI_ISL_13344396|2022-05-15
A/Ohio/20/2022	A/Ohio/20/2022|EPI_ISL_13580982|2022-05-23
A/Wisconsin/82/2022	A/Wisconsin/82/2022|EPI_ISL_16201241|2022-11-18
A/Wisconsin/78/2022	A/Wisconsin/78/2022|EPI_ISL_16201216|2022-11-13
A/Colombia/4612/2022	A/Colombia/4612/2022|EPI_ISL_16201347|2022-10-10
A/SaoPaulo/IAL/C10276/2022	A/Sao_Paulo/IAL/C10276/2022|EPI_ISL_16199736|2022-11-01
A/Utah/48/2022	A/Utah/48/2022|EPI_ISL_16201378|2022-11-04
A/Montana/42/2022	A/Montana/42/2022|EPI_ISL_16201369|2022-11-07
A/RiodeJaneiro/22003/2022	A/Rio_de_Janeiro/22003/2022|EPI_ISL_15807522|2022-11-07
A/Alaska/32/2022	A/Alaska/32/2022|EPI_ISL_16201384|2022-11-08
A/PuertoRico/21/2022	A/Puerto_Rico/21/2022|EPI_ISL_14036312|2022-06-18
A/Connecticut/30/2022	A/Connecticut/30/2022|EPI_ISL_14036292|2022-06-25
A/DistritoFederal/IAL/C10253/2022	A/Distrito_Federal/IAL/C10253/2022|EPI_ISL_16199709|2022-12-10
A/Brazil/2999/2022	A/Brazil/2999/2022|EPI_ISL_15394436|2022-08-03
A/Georgia/4/2022	A/Georgia/46/2022|EPI_ISL_16201423|2022-11-06
A/Goias/IAL/C9849/2022	A/Goias/_IAL/C9849/2022|EPI_ISL_15683233|2022-08-26
A/Bahia/21482/2022	A/Bahia/21482/2022|EPI_ISL_15656892|2022-09-15
A/Bolivia/2495/2022	A/Bolivia/2495/2022|EPI_ISL_16384445|2022-10-26
A/SouthCarolina/22/2022	A/South_Carolina/22/2022|EPI_ISL_16383834|2022-12-05
A/NewMexico/33/2022	A/New_Mexico/33/2022|EPI_ISL_16201380|2022-11-01
A/India/Pun-NIV328162/2021	A/India/Pun-NIV363402/2021|EPI_ISL_9349288|2021-10-04
A/Delaware/1/2021	A/Delaware/13/2021|EPI_ISL_9390637|2021-12-23
A/India/PUN-NIV301718/2021	A/India/PUN-NIV301718/2021|EPI_ISL_4373488|2021-04-12
A/India/Pun-NIV301718/2021	A/India/PUN-NIV301718/2021|EPI_ISL_4373488|2021-04-12
A/Philippines/14/2021	A/Philippines/14/2021|EPI_ISL_11499459|2021-12-02
A/India/Kerala-NIVQC417/2021	A/India/Kerala-NIVQC417/2021|EPI_ISL_14854639|2021-10-04
A/Philippines/16/2021	A/Philippines/16/2021|EPI_ISL_11499460|2021-11-01
A/Philippines/4/2021	A/Philippines/4/2021|EPI_ISL_3950046|2021-06-24
A/Michigan/3/2021	A/Michigan/03/2021|EPI_ISL_4373590|2021-08-18
A/Philippines/20/2021	A/Philippines/20/2021|EPI_ISL_11499456|2021-12-27
A/Philippines/24/2021	A/Philippines/24/2021|EPI_ISL_12206255|2021-12-03
A/Philippines/21/2021	A/Philippines/21/2021|EPI_ISL_11499457|2021-10-28
A/Singapore/INFTT0002/2021	A/Singapore/INFTT0002/2021|EPI_ISL_8640745|2021-07-14
A/Malaysia/RP0628/2022	A/Malaysia/RP0628/2022|EPI_ISL_14467662|2022-01-12
A/Malaysia/RP0624/2022	A/Malaysia/RP0624/2022|EPI_ISL_14467669|2022-01-12
A/Malaysia/RP0687/2022	A/Malaysia/RP0687/2022|EPI_ISL_14467536|2022-01-26
A/Malaysia/RP0678/2022	A/Malaysia/RP0678/2022|EPI_ISL_14225340|2022-01-26
A/Malaysia/RP0643/2022	A/Malaysia/RP0643/2022|EPI_ISL_14225344|2022-01-06
A/Malaysia/RP0630/2022	A/Malaysia/RP0630/2022|EPI_ISL_14225342|2022-01-12
A/Maldives/726/2022	A/Maldives/726/2022|EPI_ISL_15394447|2022-08-22
A/Darwin/2468/2022	A/Darwin/2468/2022|EPI_ISL_16003518|2022-09-03
A/Philippines/20/2022	A/Philippines/20/2022|EPI_ISL_15907660|2022-08-17
A/Canberra/530/2022	A/Canberra/530/2022|EPI_ISL_14991516|2022-08-11
A/Canberra/532/2022	A/Canberra/532/2022|EPI_ISL_14991490|2022-08-15
A/NewZealand/3562/2022	A/New_Zealand/3562/2022|EPI_ISL_16383767|2022-07-19
A/Canterbury/1/2021	A/Canterbury/1/2021|EPI_ISL_4036582|2021-07-14
A/Qatar/34-VI-21-3664968/2021	A/Qatar/34-VI-21-3664968/2021|EPI_ISL_6075486|2021-07-27
A/Norway/16960/2021	A/Norway/16960/2021|EPI_ISL_4005765|2021-08-08
A/Norway/16606/2021	A/Norway/16606/2021|EPI_ISL_4005764|2021-08-07
A/Nepal/21FL2288/2021	A/Nepal/21FL2288/2021|EPI_ISL_5419101|2021-08-01
A/India/Lucknow-QC_21_124/2021	A/India/Lucknow-QC_21_124/2021|EPI_ISL_10828517|2021-07-20
A/India/1124/2021	A/Indiana/11/2021|EPI_ISL_9346177|2021-12-16
A/Darwin/6/2021	A/Darwin/6/2021|EPI_ISL_3534319|2021-03-16
A/Darwin/7/2021	A/Darwin/7/2021|EPI_ISL_1563629|2021-03-21
A/Darwin/8/2021	A/Darwin/18/2021|EPI_ISL_3837419|2021-08-11
A/India/Pune-NIVARI_22_31/2022	A/India/Pune-NIVARI_22_31/2022|EPI_ISL_14836418|2022-06-27
A/India/Pune-Nivari_22_31/2022	A/India/Pune-Nivari_22_31/2022|EPI_ISL_14863105|2022-06-27
A/Darwin/18/2021	A/Darwin/18/2021|EPI_ISL_3837419|2021-08-11
A/Darwin/19/2021	A/Darwin/19/2021|EPI_ISL_3837455|2021-08-11
A/Moscow-GIHSN/7/2022	A/Moscow-GIHSN/07/2022|EPI_ISL_13089402|2022-01-07
A/Moscow/CRIE/2/2021	A/Moscow/CRIE/2/2021|EPI_ISL_2178976|2021-05-04
A/Komi/31-4mV/2021	A/Komi/31-4mV/2021|EPI_ISL_5522641|2021-10-03
A/StPetersburg/CRIE/3/2021	A/St.Petersburg/CRIE/3/2021|EPI_ISL_4237003|2021-09-02
A/StPetersburg/RII-014/2021	A/St.Petersburg/RII-014/2021|EPI_ISL_13343729|2021-11-15
A/Irkutsk/RII-MH38230S/2021	A/Irkutsk/RII-MH38230S/2021|EPI_ISL_6940687|2021-10-22
A/Izhevsk/RII-MH45756S/2021	A/Izhevsk/RII-MH45756S/2021|EPI_ISL_8833481|2021-12-08
A/VelikyNovgorod/50/2021	A/Velikiy_Novgorod/50/2021|EPI_ISL_10493195|2021-12-10
A/VelikyNovgorod/47/2021	A/Velikiy_Novgorod/47/2021|EPI_ISL_10493267|2021-11-29
A/VelikyNovgorod/CRIE/11/2021	A/Veliky_Novgorod/CRIE/11/2021|EPI_ISL_5175223|2021-09-24
A/StPetersburg/RII-013/2021	A/St.Petersburg/RII-013/2021|EPI_ISL_13343730|2021-11-10
A/StPetersburg/RII-8627S/2021	A/Saint-Petersburg/RII-8627S/2021|EPI_ISL_9260536|2022-01-01
A/StPetersburg/RII-09/2021	A/St.Petersburg/RII-09/2021|EPI_ISL_13343726|2021-11-04
A/StPetersburg/RII-02/2021	A/St.Petersburg/RII-02/2021|EPI_ISL_13343727|2021-11-04
A/NizhnyNovgorod/360V/2021	A/Nizhny_Novgorod/360V/2021|EPI_ISL_3571238|2021-07-21
A/VelikyNovgorod/49/2021	A/Velikiy_Novgorod/49/2021|EPI_ISL_12219520|2021-12-08
